uid,time,text,keywords
民主進步黨_何志偉,2020-08-19 20:14:59,"說到做到！1200份雞排兌現！志偉在週五！士林夜市！發雞排給大家！
  
8/21士林慈諴宮 🚩士林區大南路84號
👉🏻18:00 現場領取號碼牌
👉🏻19:00 憑號碼牌領取雞排

志偉給雞排攤的都是照「雞排定價」給付現金，不打折不殺價，希望對做小生意的人也是一個振興的心意。大家也不用太提早去排，之前可以先去各商圈吃吃喝喝好好消費，除了雞排，我們士林夜市的小吃包羅萬象喔！
  
然後，再來吃這個志偉的熱情雞排!也要感謝我們警方的努力，破獲偽三倍券，遏止假券流入市面。 
雞排輕，情義重!
  
大家記得要遵守防疫新生活唷! 

**因應防疫需求，請排隊時全程配戴口罩，未戴口罩者工作人員有權拒發號碼牌
  

感謝以下商家提供雞排😘
#派克雞排士林店/基河店/娘娘大東店(士林夜市)
#協力香雞排酒泉店(北大同)
#吉成雞排(社子島)
#雞家莊現炸雞排(社子市場)
#卡茲香雞排(北投市場)
#雞的專家(新北投)
#豪大雞排(士林夜市)
#蜜酥雞排（士林夜市)",['三倍券']
中國國民黨_賴士葆,2020-08-20 15:44:06,蘇貞昌表揚破獲三倍券有功的人員，然而為什麼民代接受民眾陳情開記者會提醒政府有偽造的三倍券要被移送法辦？陳時中說國內一定有無症狀感染者，只是重點要放在怎麼把這些人找出來，現在彰化衛生局把無症狀感染者找出來了為什麼下令政風處調查，這是什麼邏輯？上行下效，蘇貞昌耍官威霸氣，陳時中也不遑多讓。陳時中說：「以我當指揮官的職責要掌握狀況。」開口閉口指揮官，自以為指揮官就是神，不肯走下神壇，全民都在忍受陳時中好久了。忍受他防疫的雙重標準，以政治優先，沒有人道考量，歧視陸生、歧視小明、阿諛外國權貴。陳時中說唯有在病毒面前謙卑才能做最好的防護，陳時中的傲慢幾乎是全民認定，談謙卑就是在打臉自己。沒有公衛的專業背景，對於全台諸多公衛專家學者的意見掩耳不聽，堅持台灣的醫療便宜不做普篩，無視台灣已經輸出6個確診病例。彰化衛生局長戳破陳時中的神話讓他怒不可遏，陳時中上節目受訪談政風調查的動機目的，諸多的論述都在荒腔走板硬拗，承襲蔡政府一向的僚氣就是官員永遠不會有錯，官威十足的陳時中無論如何不承認有錯，所以是葉彥伯錯了，全台灣的主流民意也錯了。,['三倍券']
民主進步黨_蔡培慧,2020-08-21 13:36:49,"約了好久
阿慧的好朋友、好姊妹
🤔🤔🤔(是誰呢？)

難得抽出時間來我的家鄉 #振興經濟
😁😁😁

來到老街，什麼都想買、什麼都想吃
乖乖排隊等我心愛的山豬肉刈包😋

#山豬肉刈包加蛋加起司
#振興券好好用 #買好買滿
 
🥕專業實在慧做事🥕",['振興券']
民主進步黨_蔡培慧,2020-08-21 17:06:54,"📣鏘～鏘～鏘～鏘🎵🎶🎶

我的好朋友好姊妹 #巧慧 
 #慧做事真實在  2️⃣個阿慧今天在日月潭碰面啦！😘😘😘

平常兩個好姊妹各忙各的衝衝衝
好不容易盼到巧慧來
當然要讓她玩得盡興、吃得開心

謝謝 #蘇巧慧委員 把她的三倍券帶到我們南投，買了阿慧超級推薦的 #山豬肉刈包 、#紅茶蛋捲、#紅茶霜淇淋 ，也帶了 #日月潭紅茶 說要買回家孝敬阿爸
💡💡💡

#巧慧 南投好好玩多排幾天假期啦
#謝謝劉啟帆鄉長陪我們吃透透😋",['三倍券']
中國國民黨_王鴻薇,2020-08-21 17:10:32,"抓出潛在無症狀感染者 有罪
砍母親頭顱丟出窗外的 無罪
提醒三倍券有假小心用 有罪
刺死救人年輕鐵路警察 無罪

*取自 羅友志 友話直說",['三倍券']
民主進步黨_吳思瑤,2020-08-22 09:15:42,"松菸誠品也找得到思瑤的 《 #在地RealLocal北投天母》。

開心🎉🥳🎊

#三倍券買書挺藝文
#再衝一波",['三倍券']
時代力量_陳椒華,2020-08-22 21:40:38,"【充實的一天】
👉早上: 嘉義服務處直播: 介紹嘉義雞肉飯(好吃)、阿里山、嘉義製材所，歡迎來嘉義旅遊，使用三倍券。

👉中午: 嘉義服務處陳情服務

👉下午: 台南，與服務處副主李冠霖直播: 選舉決策委員

👉晚上: 台南: 參加黃國昌台南見面會

《請支持時代力量決策委員候選人 👉33號陳椒華  勇敢有為時力青年 👉19號李冠霖》",['三倍券']
民主進步黨_吳琪銘,2020-08-23 07:00:03,"#三倍券 #動滋券 #客庄券 #藝FUN券 #農遊券 
　
各位鄉親朋友大家好！振興券你消費了嗎？

琪銘提醒☝️相關的振興券，要記得在期限內使用唷！琪銘邀請大家多多消費！並在邀請熱情的你，歡迎在底下留言推薦分享我們「土城、三峽振興券消費的好去處唷！」🥰
　
💵️ $3000 三倍券 (7/15 - 12/31)
🍜 $800 客庄券 (8/1 - 12/31)
🎫 $600 藝FUN券 (7/22 - 12/31)
⚾ $500 動滋券 (8/7 - 2021/1/31)
🌽 $250 農遊券 (7/15 - 9/17)
　
#土城 #三峽 #吳琪銘 #振興券","['振興券', '三倍券', '藝FUN券', '農遊券', '動滋券', '客庄券']"
中國國民黨_林奕華,2020-08-23 10:56:29,"今天不只叫你阿嬤來囉
阿公也要一起慶祝祖父母節👨‍🦳👵🏻

你有多久沒去看看阿公阿嬤了呢？
今天是「祖父母節」，
（8月的第4個星期日）
家有一老、如有一寶，
大家平常上班上課都很忙，
但一定要找時間多陪陪阿公阿嬤，
帶他們出去走走多運動、讓他們健康呷百二喔👨‍🦳👵🏻
祝福大家家庭和樂、長輩們順心平安～

最近奕華在跑行程時，
常常被問台北市敬老卡綁定振興券到底該怎麼做？
💡奕華提醒大家簡單三步驟：
1️⃣7月1日起開放網路登錄及臨櫃登錄。
2️⃣登錄完成後，自7月15日起開始累積消費。
3️⃣消費累積達三千元八天後，收到簡訊即可至四大超商收銀台嗶卡回存三千元💰💰💰

🔎更多詳情請上台北市政府民政局網站：
https://is.gd/XJP61B",['振興券']
時代力量_王婉諭,2020-08-24 21:00:02,"「我們該如何，和大家討論精神衛生？」
　
過去一個多月的休會期間，我們分別在苗栗、新北、高雄，辦了 3 場「It's OK to not be OK. 擁抱生命中的混沌與失序」精神衛生講座，如今活動圓滿成功，也很感謝每一位到場參與的朋友，謝謝你們願意一起了解精神衛生議題。未來幾天，我們也會陸續把講座中的幾個討論主題，分享給大家。
　　
我們的案件，加害人是一位精神障礙者，我總希望，在孩子離開以後，除了渡過思念與悲痛的漫漫長路之外，更能盡可能多做些什麼，去避免像我們這樣的悲劇，再度發生在其他家庭中。
　
因此，進入立法院後，我們持續致力於精神衛生議題，希望我們的社會，能有足夠的資源與能量，去協助或接住精神障礙者，讓他們免於走到失控、絕望，甚至是無可挽回的那一步。
　　
首先，想先和大家分享，「我們該用什麼方式，和大家討論精神衛生的議題？」
　
這幾場座談的起心動念，是來自於一位辦公室夥伴的故事。某天，領到三倍券不久，大家聊著你的三倍券用在哪？我的要怎麼用？
　
有個夥伴說，他捐給了社福機構，也聊到他跟家人之間，關於三倍券的故事......
　
他是個愛玩的年輕人，這個夏天已經去了一次蘭嶼、一次小琉球，反正只要放假，他就會想辦法往外跑。
　
他跟家人聊到三倍券的時候，媽媽就猜：「你一定一拿到三倍券去訂旅館、然後再去哪裡玩，對吧？」結果，這個夥伴說，「我把三倍券捐給精神復健機構」，這超乎他們想像的回答，讓家人們嚇了一跳。
　
趁這個機會，他開始和家人解釋，為什麼要捐給這些單位，也很剛好的，跟不熟悉「精神衛生」的阿公阿嬤，說明了自己平常在團隊時，都在做些什麼。
　
他說，這些精神失序者的家人，其實很辛苦，平時要承擔我們難以想像的壓力，如果能有一個地方，讓精神失序者白天能去復健機構上課、交朋友、做復健，無論是對他本身、或是對他的家人，其實都給了很大的幫助。
　
他的家人們很快的就連結到過去的生活經驗，很能同理的說，「以前老家那個巷尾的阿成就是這樣，沒辦法工作，只能關在家裡，好可憐。」
　
趁這個機會，他繼續問阿公阿嬤，「可是大家都很怕這些生病的人，如果今天要在我們社區成立一個精神衛生復健中心，居民一定會出來抗議吧？」。
　
透過這樣的聊天，達到了溝通的效果，他的家人理解了精神衛生的實踐，是有必要的，但實際上，卻仍面臨許多難處。
　
這些因為害怕、不理解，而產生的刻板印象跟迷思，我們希望透過一次又一次的說明、解釋，來破除精神障礙者身上的污名枷鎖。
　
「精神衛生」對一般大眾來說，或許是很陌生的詞彙，一說到精神衛生，大多數的人都不太知道這是甚麼概念。但當媒體報導精神疾病患者犯下傷人、甚至殺人事件的時候，我們社會普遍的反應是什麼？討論的又是什麼？ 
　
「他就是不好好吃藥，才會發病去攻擊人！」
「為什麼不把他關在精神病院就好了？」
「他們很危險，哪天發狂攻擊我怎麼辦？」 　
　
過去，大家多半都在討論，這些人犯了錯，要怎麼處罰；卻很少人去思考，如何預防？如何避免他們走到傷害他人的這一步？
　
這些因為不理解而產生的刻板印象與迷思，讓我們對精神疾病患者更加恐懼、害怕。
　
但，這些刻板印象真的都正確嗎？未來幾天，我們會一一和大家說明。",['三倍券']
中國國民黨_楊瓊瓔,2020-08-25 14:57:44,"#七夕情人節快樂 #三倍券三倍愛

#七夕 傳說是牛郎、織女年度一會的日子，很多人會選在這一天出門約會，為感情增溫。瓊瓔特別選在七夕這天，參加 #信望愛智能發展中心 的孩子的成果展，有美妙的樂聲、香氛作品以及美味便當。這一天除了和愛人在一起，參與公益活動也是一件浪漫的事。

瓊瓔鼓勵大家，中秋佳節將至，拿出你的三倍券，買盒信望愛智能發展中心的孩子們手作的香皂，送給你的親友，讓你的愛心放大三倍、讓你的祝福也放大三倍。

#潭雅神后 #楊瓊瓔",['三倍券']
民主進步黨_陳秀寳,2020-08-26 18:30:10,"【紙本藝FUN券 分享給符合資格的親朋好友們】

登錄註冊時間及登記抽籤資格都已經出來啦！

📝時間
❍ 註冊 8/31(一) 至9/6(日)
❍ 抽籤 9/8(二) 中午12:00
❍ 領券及使用 109/9/9 09:00 — 110/2/28 23:59

第一波藝FUN券未抽中者（含未註冊者），並且符合以下條件之一方可登記抽籤👉

❍ 身心障礙朋友｜註冊當下持有有效之身障證明
❍ 18歲（含）以下民眾｜91年1月1日（含）以後出生
❍ 65歲（含）以上民眾｜44年12月31日（含）以前出生

客服專線（02）7745-7979
瞭解更多：https://reurl.cc/N6XqNp

文化部
August 24, 2020 at 5:55 PM ·

【紙本藝FUN券，貼心好體驗】

紙本藝FUN券，月底上線！
小編雙手奉上懶人包，並且幫大家做好重點筆記了。

👌登記抽籤資格

注意！請注意！
本次紙本藝FUN券針對三個目標群體發放
第一波藝FUN券未抽中者（含未註冊者），並且符合以下條件之一方可登記抽籤👉

❍ 身心障礙朋友｜註冊當下持有有效之身障證明
❍ 18歲（含）以下民眾｜91年1月1日（含）以後出生
❍ 65歲（含）以上民眾｜44年12月31日（含）以前出生

📝重要時間先筆記

❍ 註冊 8.31 — 9.6
❍ 抽籤 9.8 中午12點
❍ 領券及使用 109.9.9｜09:00 — 110.2.28｜23:59

・考量超商服務人力，領券及超商註冊時間為每日09:00 — 21:00，網站註冊則不在此限。

更詳細的懶人包，請上文化部官網下載！
https://www.moc.gov.tw/webarticle_116682.html
客服專線（02）7745-7979",['藝FUN券']
民主進步黨_羅致政,2020-08-27 09:31:14,"【扶輪回饋、讓愛加倍】
扶輪3490地區 振興三倍券捐贈記者會",['三倍券']
民主進步黨_張宏陸,2020-08-27 13:16:58,早上再次參加國際扶輪3490地區舉辦的「全民拚經濟 扶輪捐愛心」活動，六月參加活動時鼓勵大家捐贈三倍券發揮愛心，經過一個多月募集，現在已募集了315萬元的三倍券!全數捐贈給了18家社福團體，助人更快樂❤️施比受更有福。#振興經濟🌈 #振興愛心💗,['三倍券']
民主進步黨_羅致政,2020-08-27 13:38:54,"今天國際扶輪3490地區召開「扶輪回饋、讓愛加倍」捐贈振興三倍券記者會，致政與同為扶輪立委的張宏陸委員、蔡適應委員共同與會見證。

感謝超過一千名社友、寶眷響應捐贈，所募得共3,177,700元將贈予十八家社福團體，也感謝內政部陳茂春主任秘書及衛生福利部社會及家庭署田基武主任秘書撥空到場見證，在現任總監陳向緯及前總監郭道明、洪清暉、謝木土的代表下完成捐贈儀式。

疫情尚未過去，希望社會各界能接力做愛心，持續將三倍券或現金捐給社福團體，達到讓愛加倍的目標，也讓社福團體順利度過疫情寒冬。
#讓愛加倍

記者會影片：https://reurl.cc/zzeydk

「扶輪回饋 讓愛加倍」媒體報導：
讓愛加倍！扶輪社募得315萬元三倍券 將贈予18社福團體(自由時報)
https://reurl.cc/5qrld7

民進黨立委響應三倍券捐贈活動　成功募得315萬元捐助社福團體(ET today)
https://reurl.cc/Oq015R

社福勸募慘不忍睹　300萬振興券募款解渴(中時新聞網)
https://reurl.cc/7orX41

讓愛加倍！ 振興券三倍募款達300萬目標(民視新聞網)
https://reurl.cc/VXE6KQ

國際扶輪社募315萬元三倍券 助社福團體度寒冬(中央社)
https://reurl.cc/5qrqrn

國際扶輪社募315萬元三倍券 助社福團體度寒冬(經濟日報)
https://reurl.cc/3La5vL

影音新聞：
綠營立委、扶輪社號召捐振興券 一個月達標三百萬(民視快新聞)
https://reurl.cc/2grgm6","['振興券', '三倍券']"
民主進步黨_蔡適應,2020-08-27 15:46:29,"《扶輪回饋、讓愛加倍！》

國際扶輪3490地區的扶輪社友號召扶社會各界，踴躍申購「振興三倍券」，並捐贈給受疫情影響導致募款困難之社福團體，經過一個多月籌備，現已募集三倍券面額 共計新台幣 3,151,700元， 達成原定三百萬元之目標，所得的三倍券全數捐贈予十八家社福團體，包含基隆地區：財團法人創世基金會基隆分院、基隆市大光兒少之家、華山基金會基隆仁愛站。

呼籲各界持續關懷弱勢，一同讓愛加倍、回饋社會！

＃扶輪回饋 ＃讓愛加倍 ＃國際扶輪3490地區
＃立法委員 ＃蔡適應 ＃羅致政 ＃張宏陸
-
-
-
-
-
新聞連結：
讓愛加倍！扶輪社募得315萬元三倍券 將贈予18社福團體 https://reurl.cc/5qrld7

民進黨立委響應三倍券捐贈活動　成功募得315萬元捐助社福團體 https://reurl.cc/Oq015R

社福勸募慘不忍睹　300萬振興券募款解渴 https://reurl.cc/7orX41

讓愛加倍！ 振興券三倍募款達300萬目標 https://reurl.cc/VXE6KQ

國際扶輪社募315萬元三倍券 助社福團體度寒冬 https://reurl.cc/5qrqrn

影音新聞：
綠營立委、扶輪社號召捐振興券 一個月達標三百萬
https://reurl.cc/2grgm6","['振興券', '三倍券']"
中國國民黨_鄭麗文,2020-08-27 16:20:32,"你看過探討無國籍孤兒的電視劇〈無主之子〉嗎？
劇裡的幽靈人口、無國籍小孩，沒有出生記載、也不會有死亡證明，不能上學、看病是奢求，打黑工求溫飽，看到警察只能一直逃一直跑。

先前看到媒體報導，特別邀請「關愛之家」創辦人—楊婕妤女士到我的電台節目訪談，因此認識了楊姐和關愛之家。
楊姐30年前投入愛滋患者社區臨床照顧，近年來，開始收容外籍移工、外國學生和台灣人因為各種因素而不得不遺棄的子女。
這些孩子...都有一段屬於自己的故事。
因為宗教文化，不能接受非婚生子女，無奈的爸媽只能把小孩留在這；擔心被遣返，無力扶養，傷心的爸媽只能把小孩送來這。
關愛之家默默的收容孩子們，讓這些孩子有了選擇、機會和希望，台灣小朋友也在愛心耐心照護下，很安心的去上學了。

那天我捐贈了三倍券和物資，抱抱被照顧得很好、擁有天使般笑容的孩子們，我希望能盡些棉薄之力支持這些無私奉獻的團體；
也希望能夠拋磚引玉，讓更多的人捐出三倍券給身邊正在做善事的人和團體。
防疫新生活運動後，各地興起爆炸的報復性消費，報復性消費帶來的過度浪費、生態浩劫、垃圾滿地，反而沒有幫助到真正該幫助的人們。
我們應該停下東奔西跑的腳步，用心看看周圍默默行善的人們，加入他們的行列，這些一點一滴小小的改變累積起來，這社會就會有些正向的變化。

#三倍劵也可以這樣用

認識關愛之家 台灣關愛基金會:https://www.twhhf.org/
愛心捐款:https://bit.ly/3guCTJl",['三倍券']
民主進步黨_余天,2020-08-27 17:43:23,"#紙本藝FUN券即將開放註冊登記囉
#上次沒有跟到的_這次要趕快囉!!
藝FUN券第一波手機申請，讓很多長輩、小孩無緣申請，這次文化部有準備好，請大家在8/31-9/6記得註冊登記，就有機會領到600元的藝FUN券唷...
要記得唷!! 下週一(8/31)馬上手刀動起來!!

#藝FUN券2.0上路 #動次動次搶起來",['藝FUN券']
民主進步黨_吳秉叡,2020-08-27 18:00:01,"據經濟部統計，在報復性消費與三倍券的加持下，七月份零售業總算終止連5個月的負成長，創下3,351億元營業額，達到歷年同期新高，可說是人潮錢潮大爆發！另外，百貨業與超商的營業額也分別有10.3%、21.3%的成長，餐飲業也終於止虧為盈，業績轉為正成長。

搶振興商機還不遲，各位頭家老闆趕緊追加促銷方案，讓下半年業績也能繼續再創新高吧！

#有政府 #會做事",['三倍券']
民主進步黨_何志偉,2020-08-27 18:13:29,"除了試圖偽造三倍券的犯罪者之外，大家都是贏家。

雞排攤販賺到了錢，防疫新生活的士林夜市湧入了幾千人，熱情民眾也跟著吃了雞排，一個吃不飽再買附近的臭豆腐地瓜球，附近的飲料攤販也跟著多賣了飲料，雞肉原料商也跟著業績成長

這才是三倍券的真正精神，大家都笑開懷，大家都贏了，好吃，好玩，好熱鬧

不過，普渡的時候我也會多多感謝這些為民犧牲的雞兄雞姐們【合十】",['三倍券']
民主進步黨_蔡適應,2020-08-28 15:52:59,"《工商服務時間》
《2020海湧祭Hái-éng Festival來囉！》

9月12日、13日
基隆八斗子漁港C區停車場
#因為有了海湧，#馬著有了咱

大湧起，大湧落。

海風含著鹹鹽味，直直衝落心內佮腹腸，天頂的鶆鴞飛來閣飛去，踅佇親像海的天頂，飛啼的伊和魚仔市場的喝賣聲變作一條歌。一箱閣一箱活跳的海產予船隻捒上岸，市仔內殺價數是人情味的喝咻聲，你會鼻著遮的空氣——是海神的保庇佮所有基隆的活力。

有時陣咱寬寬仔行佇「海洋廣場」，看著船隻入港、離港......敢會想著看袂著海面線的外口是毋是親像咱遮仝款日頭赤豔？抑是烏陰罩著人的心肝？綴著海湧，天頂的白雲佇青藍的背景下跤特別明顯，吹來的海風若親像摻著掠魚人流汗出力的吼喝聲。

驚人的日頭過去，雨水親像目屎流落來，喊來就來，攏袂打一聲招呼。咱佇雨傘跤恬恬仔覕、恬恬仔藏好家己，雨水的味，鼻著是越來越明顯。

基隆的雨有幾若種感覺，有時陣陰陰黯黯，雨水拚性命落，一句話攏毋願講；有時陣雨水共七月熱天熟氣掃落台灣海的海面，變作輕鬆閣涼勢，雨水會結著海的鹹鹽氣味；抑是咱慶安宮內底久年的香灰，漁船仔入港載著滿滿的笑面轉來......基隆的雨水誠濟，親像每一个基隆在地人的記憶，每一種記憶攏是基隆特別的氣味，氣味會相摻，百年的基隆就有家己的氣味，你若是離開基隆來到外地討生活、讀冊的人，想起來基隆，就若親像會鼻著基隆熟似的氣味，轉來基隆的路會有偌遠？不敢想。

你閣想起佇雨傘跤覕冷雨時行過一條閣一條的街，鑽過小巷仔行入在地人的好食物仔，海風輕送，唌著你枵餓，基隆平常，馬是特別的。

若是海風閣再吹，平靜的海予咱叫醒，歹銃銃的，海變作歹銃銃的，但是世界傷過大，閣較歹馬是親像溫柔的伊，溫柔的海湧。

因為有了海湧，馬著有了咱。

踏入海湧，吼出咱的青春。
＿

#共阮來海湧祭
#屬於基隆的音樂祭
＿

🌊2020 海湧祭 Hái-éng Festival｜踏入海湧，吼出咱的青春
｜日期時間｜9/12（六）－9/13（ 日）
｜舉辦地點｜基隆八斗子漁港C區停車場
｜主辦單位｜台秀演出工程、海吵娛樂股份有限公司
｜協辦單位｜基隆區漁會、酇侯資訊管理顧問股份有限公司
｜指導單位｜文化部流行音樂產業局、基隆市政府

※本活動獲文化部影視及流行音樂產業局109年補助※

＿

｜出演陣容｜

風籟坊、必順鄉村、拾參羊、無妄合作社、海岸乾杯、詹士賢、皮格子、亥兒樂隊、納稅米老鼠、鯨魚號、拍謝少年、忒修斯、米老虎、奮樂團、百合花、裝咖人ft. 淡水南北軒、類比梭羅、非人物種、徐子權、飛鴻出演確定！

＿

｜票券售價｜
海早盲鳥雙日票 999元（完售）
海吵預售雙日票 1399元
海撈現場雙日票 1600元
愛心雙日票 800 元

＿

｜海湧祭嘛有Instagram！｜
https://bit.ly/HaiengInstagram
＿

｜活動連結｜
https://bit.ly/HaiengEvent
＿

｜購票連結｜
https://bit.ly/HaiengPass
＿

｜海湧頭貼特效框！｜
 https://bit.ly/HaiengFrame
＿

｜三倍券也可以購票！｜
https://bit.ly/3fzVWSC
＿

｜攤商招募中！｜
https://reurl.cc/yZpz7a

｜疫情規範｜
因應本年度之疫情，本活動全程將嚴格遵守中央流行疫情指揮中心之防疫規範以及下列防疫措施：

★進出本活動場地，請攜帶並佩戴口罩，與人群維持一定之社交距離，並請配合工作人員酒精消毒及量測體溫
★額溫38℃以上者，將改以耳溫槍測量，若三次皆高於38℃，本活動單位將予以禁止入場
★本活動之相關表單與資料登記請確實輸入正確資訊以便防疫需求之使用
★本活動將備有足夠之TOCC表格，以調查14天內是否有出入境等旅遊史
★若活動14日前出現以下臨床症狀，並備有相關醫療證明，本活動將以天災之理由辦理退費：
1.上呼吸道症狀、胸悶胸痛、肺炎之症狀
2.發燒、畏寒、肢冷、關節痠痛等疑似流感或冠狀病毒之症狀
3.其他高傳染性疾病所有之症狀
★若有疫情嚴重、演出場地關閉、演出或技術人員確診、天候與不可抗力等因素，主辦單位保有最終修改、變更、活動解釋及取消本活動的權利",['三倍券']
民主進步黨_邱志偉,2020-08-28 18:20:01,"2020.08.28
紓困3.0將加強製造業及會展產業補助 
武漢肺炎疫情持續延燒，使得我國出口受嚴重衝擊。行政院提出「紓困3.0」，追加2,100億元，其中1376億元將用於企業貸款融資保證、發放振興三倍券、貿易服務業、會展產業及製造業與相關技術服務業等薪資、營運資金、營業用電等補貼，以及廠商研發補助及輔導等等，本次追加預算已送立院，待第二會期開議後，將盡速排審。
先前我在經濟委員會質詢時，要求經濟部應及時關注各類產業所面臨的困境，適時增加紓困額度、放寬紓困條件，相關政策必須因應國內外經貿情勢發展，做滾動式檢討與調整。對於政府主動提出紓困3.0方案，我認為立法院不分黨派，都應全力支持。
由於製造業及會展產業受創甚深，故經濟部將在Q3、Q4針對製造業及會展產業等，提供各200億元的薪資及營運資金補貼，預計於九月開始申請。符合「今年七到八月申報營業稅合計營業額，較去年或前年同期衰退五成」及「今年七到九月任一個月之營業額，較去年或前年同月衰退五成」可提出申請。
此外，本次紓困也新增上市櫃及興櫃公司，需符合今年上半年EPS為負值或有其他營業損失等，才得申請補助，相關方案預計下周公告並受理申請。
目前國際疫情依舊險峻，製造業在Q3、Q4出口仍面臨極大壓力，加上中美貿易戰，不僅一般製造業受影響，高科技產業更受到嚴重波及，故我認為，經濟部應思考Q3、Q4各200億元的補助額度是否足夠？申請補助方式是否便民？除了紓困補助，未來各項產業供應鏈重建、轉型，也必須盡快提出因應方案。",['三倍券']
中國國民黨_洪孟楷,2020-08-28 23:11:05,"「疫情與新媒體時代，#NCC應考慮適度放寬對有線電視嚴格規定，給予公平競爭立基」

四年前因為電影台「舊片重播」氾濫使得政府出手管制，規範電視在 #電影節目 #戲劇節目 #綜藝節目 #兒童節目，在 #指定時段(黃金時段)#本國節目比率不得低於 2⃣5⃣%#新播比率不得低於 2⃣0⃣%，看似保障本土影視產業，但在近年新媒體大舉入侵卻不受相同法律限制，以及新冠疫情雙重打擊下，電視頻道業者疾呼執行困難並呼籲NCC適時檢討法令，為此孟楷今天舉辦「新媒體競爭下本國有線電視頻道的生存空間？」公聽會，邀集 #NCC #文化部 傾聽頻道業者訴求，研擬鬆綁不合時宜的管制，讓整體競爭環境能在同一起跑點上，對於業者、消費者，乃至於整體台灣影視產業才會有活水持續進入。

孟楷希望藉由公聽會的平台讓政府部門法令必須與時修正，了解現在消費者收看管道多元，如果漠視業界的實際運作，任何僵化的法令限制讓頻道業者「#活不下去」，也無助於提升台灣影視產業的質與量，因此做出三項結論，要求行政部門遵循：

１.請NCC研擬調整黃金時段的比例限制，以及對於電影、戲劇內容的認定是否過於嚴格的？畢竟黃金時段播放本土片立意雖是為了保護消費者、保護本土影視產業，但現今觀看習慣傾向分眾，僵化的播放限制了頻道業者的排播空間，如何回歸 #市場機制，讓業者自己去制定撥放策略，以更彈性的空間，取得保障本土與市場平衡雙贏。

２.請文化部研擬 紓困3.0保障受新冠疫情衝擊的本土影視產業的，「藝FUN券」畢竟效果有限，#有必要加強對相關業界加強補助。

３.#研議放寬節目冠名贊助的範圍與方向，讓活水挹注影視產業，有助於製作更優質的國片戲劇節目。

認真拼、用心做，我是洪孟楷，為台灣把關，讓所有本土好人才發光發熱，也為台灣影視環境盡一份最大的心力！

✅非常感謝今天所有到場的與會人士：

曾銘宗委員 陳玉珍 珍愛金門委員 吳怡玎委員 鄭正鈐委員 世新大學客座教授 #彭懷恩博士 中華傳播管理學會理事長國立台灣藝術大學專任教授 #賴祥蔚教授 緯來電影台 #鍾惠貞副理 緯來法務 #葉曉芳副理 中天 #周翊騏法務專員 TVBS #顏聖茹法務主任 壹電視電影台 #李貞儀台長 東森電視台 法務部 #朱玉華協理 節目事業部 #郭元冲資深協理 節目事業部電影台 #傅菁菁台長 節目事業部戲劇台 #鄒憶聆台長 龍華電視 #陳依君總經理 #吳采芳頻道總監 龍祥電影台 #王秋庸協理 八大電視台 版權戲劇部 #丁玉華編審 節目部 #張憶欣編審

也希望公聽會業者的意見可以充分被行政部門採納納入修法的方向。
🎞（點開圖片可看到相關發言內容）

🎥公聽會直播影片：
https://reurl.cc/ygEXnD

新聞相關:

 聯合報
迎戰國外OTT居劣勢 有線電視頻道盼鬆綁台劇播放管制
https://udn.com/news/story/7240/4816972?from=udn-ch1_breaknews-1-cate6-news

中央社
疫情和OTT夾擊電視台 立委建議NCC鬆綁限制
https://www.cna.com.tw/news/aipl/202008280160.aspx

愛傳媒
台灣頻道業者陳情：疫情造成生存危機
https://reurl.cc/14YOa8",['藝FUN券']
民主進步黨_黃秀芳,2020-08-31 07:10:44,"【藝FUN券2.0，九點🕘準時開跑】

✅登記抽籤資格：
第一波藝FUN券未抽中❌者（含未註冊及未中獎）且符合以下條件之一者：
1️⃣身心障礙朋友(註冊當下持有身障證明）
2️⃣18歲(含)以下民眾(91年1月1日(含)以後出生）
3️⃣65歲(含)以上民眾(44年12月31日(含)以前出生)

✅登記註冊：8/31(一)9:00～9/6(日)23:59
✅抽籤：9/8(二)12點整
✅領券及使用時間:109/9/9(三)09:00～110/2/28(日)23:59

⚠️超商註冊&領券時間：每天09:00～21:00
⚠️總份數：60萬份；每份金額：600元；每人限領一份

☎️藝fun券2.0客服專線：02-77457979

#藝fun券2.0
#文化部",['藝FUN券']
